Property reference,Postal District,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15
142,DN3,242.58,228.5,229.1,243.97,284.71,270.53,260.84,224.74,191.93,225.03,254.3,270,295.26,295,269.52,309.33,250.68,326.77,374.68,143,0,0,31.2,311.74,313.55,266.03,405.19,0,0,326.85,675.39,485.28,269.7,197.9,272.17,272.13,312.24,279.15,272.04,294.42,345.95,351.34,464.23,304.58,330.72,230.32,328.99,249.39,297.06,279.13,681.43,776.84,824.9,581.19,270.12,210.69,196.86,219.8,221.37,230.02,218.29,214.96,204.57,234.42,230.63,255.49
144,DN3,235.87,223.64,229.55,123.4,78.87,150.53,221.16,195.23,146.37,177.97,283.1,323.58,300.61,250.46,379.94,292.21,216,225.77,496.77,224.23,273.43,290.97,367.33,341.26,383.55,392.06,458.45,410.54,400.42,343.52,383.68,403.65,374.6,319.45,330.47,361.48,377.92,335.61,424.55,490.2,455.78,421.89,638.23,,,245.1,257.94,265.09,265.53,266.34,272.12,293.19,305.51,264.6,245.61,281.93,270.63,331.95,357.45,327.16,371.38,321.75,250.37,322.11,273.83,267.49
146,DN3,240.71,226.32,246.13,223.2,183.87,77.87,22.74,210.97,199.07,224.48,225.6,227.45,173.74,186.82,172.29,261.83,181.19,213.8,222.19,780.37,263.28,214.81,216.6,232.42,216.16,209.45,162.68,316,1.77,4.06,208.52,198.35,170.63,241.79,,146.2,120.94,726.79,102.92,133.77,139.35,196.12,,,,110.94,105.47,107.65,110.85,71.58,106.36,110.52,313.13,154.17,198.29,129.4,120.42,104.46,105.09,102.96,102.86,124.67,99.62,142.04,128,226.4
153,DN4,183.42,175.93,168.13,178.57,211.1,210.5,210.35,294.94,281.93,313.32,288.1,297.68,324.68,325.36,291.84,290.8,291.65,186.57,284.52,329.79,304.53,321.45,305.33,351.71,319.52,338.28,280.79,346.98,773.25,151.59,1741.14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,DN11,67.06,74.86,73.13,72.2,68.65,66.73,96.77,73.39,73,80.32,74.47,58.68,59.26,59.29,66.39,58,1.15,1.43,9.61,59.48,44.03,50.45,47.77,31.32,90.19,69.38,95.92,55.03,26.32,21.33,0.52,3.65,23,41.9,1.7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,DN5,122.55,141.54,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,DN4,125.42,133.86,239.45,318.07,370.71,337,20.94,450.74,407.53,0,0,0,115.61,669.39,727.55,677.83,132.9,2.53,0,87.58,134.47,149.84,256.47,267.03,172.58,220.52,228.52,107.37,106.52,148.17,117.18,925.39,58141.2,0,399.87,257.5,225.65,103.25,248.05,293.56,156.44,127.71,145.92,210.57,154.95,478.8,,,,,,,,,,,,,,,,,,,,
165,DN5,4174.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,DN6,3888.99,150.83,160.26,190.91,162.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,DN6,553.32,475.43,499.42,476.13,480.32,296.27,416.16,451.58,438.27,467.77,464.3,587.16,484.16,502.39,467.61,474.23,879.13,403.03,564.55,519.32,452.79,491.51,539.33,596.55,570.29,598.55,383.07,544.13,635.39,376.73,636.03,1143.97,704.57,572.1,488.63,337.38,511.77,512.41,551.41,615.45,722.78,641.94,492.24,29.53,251.72,595.28,436.95,551.44,589.54,523.34,558.04,311.39,484.65,502.25,529.14,512.71,567.88,641.71,702.56,862.96,758.21,792.13,746.13,547.36,848.33,1023.7
171,DN6,131.1,445.93,488.29,454.9,432.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,DN9,178.32,,192.44,205.07,307.9,916.3,120.35,0,0,0.52,0,0,0.29,0,0,0,0.13,0,,,,,,228.35,215.03,227.24,243.59,191.8,221.48,215.74,210.36,243.08,232.03,230.97,218.1,182.23,262.45,220.29,241.06,239.99,219.42,218.64,216.7,226.15,204.75,208.6,205.23,208.22,258.82,256.47,250.26,193.35,298.65,265.8,241.52,293.95,266.46,265.88,257.37,273.57,218.03,232.55,233.66,273.92,259.35,241.92
175,DN14,369.29,400.57,447.77,436.23,463.9,441.43,466.97,455.06,488.87,472.81,417.73,428.32,512.42,446.18,400.16,326.6,339.74,314.87,285.52,250.87,0,0,0,304.86,284.68,263.59,309.9,289.23,325.39,196.8,312.15,240.39,304.03,374.35,421.3,429.97,388.16,361.79,326.86,298.65,302.89,308.58,186.3,347.25,264.87,268.64,286.78,269.25,246.75,,,,,,,,,,,,,,,,,
177,DN8,753.74,739.18,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,DN8,279.39,275.21,338.61,262.8,264.84,270.1,230.32,273.97,287.33,281.1,239.03,277.06,282.06,259.96,270.74,273.17,277.97,300.7,232.32,261.19,253.03,235.48,215.5,252.19,235.87,183.24,171.41,194.83,201.59,139.8,162.19,167.45,183.47,140.1,150.33,180.65,181.55,180.11,172.39,232.47,2236.51,1382.52,169.62,198.26,170.76,176.63,182.58,107.73,176.8,197.87,184.24,205.47,188.33,187.14,166.67,157.41,152.94,172.39,168.03,200.38,213.12,195.11,187.74,169.44,189.44,228.02
180,DN9,,,,,,0.48,0,0,0,0,0,0,0,0,0,0,0,0,,0,245.76,306.84,148.73,194.52,165.65,147.31,191.78,244.43,240.81,169.95,183.42,180.36,148.83,169.7,,,160.27,228.04,170.57,233.27,299.98,240.03,221.66,437.75,304.95,377.97,287.01,362.97,214.87,200.22,258.81,376.74,195.45,245.19,295.17,242.65,281.82,300.54,237.27,360,281.44,342.8,298.24,351.34,296.85,406.64
181,DN8,12984.58,352.88,278.39,322.8,317.6,376.19,282.72,365.38,298.33,364.22,326.93,,0,0,0,0,0,0,0,119.64,394.02,375.37,369.67,362.13,356.59,336.45,365.06,354.27,332.87,354.91,409.24,386.73,371.4,382.02,375.87,373.46,340.51,382.35,388,490.17,508.11,427.64,573.05,173.74,,353.27,326.85,370.6,326.18,342.26,413.75,331.17,403.24,398.73,663.59,386.44,362.4,325.89,301.86,312.85,328.15,302.34,335.92,336.66,295.17,308.44
182,DN9,277.81,264.29,280.06,284.1,270.68,290.77,285.35,288.13,302.33,268.97,259.7,236.1,285.81,264.29,264.26,332.8,309.81,290.7,261.16,1079.6,0,0,538.02,97.52,238.01,216.75,262.84,211.49,213.29,219.57,220.39,223.42,199.13,195.32,222.83,179.55,199.72,209.89,220.86,203.28,325.97,23522.92,12640.18,19204.66,169.83,143.09,172.14,129.54,0,59.87,170.33,166.87,178.29,224.58,232.46,205.29,202.59,185.08,259.38,198.23,206.94,205.84,180.14,172.23,260.68,246.13
183,DN9,299.45,277.36,210.06,203.2,249.35,199.67,243.32,187.32,222.23,218.42,220.1,187.35,282.39,244.82,272.58,212.97,289.9,270.8,278.74,355.77,296.27,211.87,268.3,317.84,268.97,318.59,1242.08,2842.02,447.27,1019.28,327.16,282.51,270.37,227.48,280.43,241.13,319.29,352.42,331.31,297.6,317.18,301.37,342.32,,,180.14,285.42,235.54,286.46,300.92,342.99,279.99,416.16,455.9,396.78,212.89,351.12,307.72,270.19,221.07,282.89,270.03,182.92,232.11,258.27,337.75
184,DN9,21230.79,575.04,612.3,624.47,667.06,679.15,538.4,437.42,526.28,515.76,519.74,551.68,515.61,560.72,695.73,805.47,721.09,692.96,652.88,482,598.49,570.27,693.28,760.65,865.48,600.21,789.13,776.04,743.4,554.17,614.85,494.36,594.33,532.79,584.1,603.64,530.16,547.44,549.74,495.31,559.65,545.21,633.05,433.96,,711.08,997.91,676.16,736.93,776.6,772.76,781.14,589.59,608.19,684.93,464.23,560.91,553.06,652.08,709,604.39,565.68,631.64,565.35,612.75,600.04
191,DN14,100.7,91.5,99.97,97.6,96.94,110.4,98.16,83.45,89.5,114.23,93.77,297.1,53.9,26,51.81,21.9,8.45,8.4,11.39,9.9,6338.28,132.58,134.87,131.45,143.03,143.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,DN12,9960.35,551.62,515.45,603.75,448.7,654.97,576.07,423.12,591.71,556.73,581.58,528.4,641.32,452.05,537.77,467.17,537.12,449.91,438.9,502.73,567.11,519.15,533.11,519.61,554.25,551.08,594.44,563.21,559.85,519.22,532.96,379.73,428.96,448.45,389.75,447.8,443.88,443.03,474.19,464.85,441.03,419.58,479.76,347.4,434.31,449.33,424.43,505.32,420.74,473.95,454.42,530.25,487.95,496.92,674.85,455.45,415.83,518.31,564.45,481.91,564.18,524.57,514.94,501.96,514.36,446.36
198,DN14,155.29,148.57,153.55,160.2,115.23,159.2,135.77,138.87,124.6,106.58,141.07,137.45,184.87,127.89,141.23,186.93,139.42,134.93,120.87,146.68,0,,,,,,,123.83,132.9,137.33,173.71,152.61,141.63,174,224.9,195.68,155.4,158.71,157.88,166.41,149.77,123.51,734.55,835.55,1004.44,1129.68,837.9,109.86,116.3,133.63,111.57,108.83,383.95,57,171.87,105.07,113.7,148.38,97.56,108.85,16.69,9.29,115.02,106.71,121.82,123.26
201,DN14,398.9,367.39,389.39,396.9,362.77,357.73,380.97,417.71,310.3,356,377,350.58,388.39,371.75,383.23,330.23,313.16,357.43,386.55,385.26,348.78,350.26,299.8,320.77,329.45,297.48,338.32,287.23,323.1,452.52,797.26,2060.94,518.37,365.59,390.67,295.29,284.52,306.3,295.41,334.05,337.55,537.3,68.23,0,439.56,396.17,379.53,387.29,380.44,374.39,437.62,516.97,446.79,426.46,470.06,441.03,429.18,406.1,413.7,388.05,407.64,415.42,406.49,397.62,403.95,407.21
202,DN14,360.33,350.21,316.01,17757.7,606.19,489.22,551.64,416.18,382.51,423.2,371.43,395.84,409.81,5688.15,405.16,534.28,479.63,479.26,409.62,334.64,333.61,335.81,305.07,308.73,374.3,351.91,369.04,316.75,266.54,0,20.82,454.41,411.41,299.95,327.91,430.54,418.53,595.9,496.91,454.61,310.56,338.34,709.94,32.63,4863.31,292.99,270.96,379.86,344.79,352.11,347.93,386.89,430.75,556.73,647.01,342.12,329.84,222.82,324.9,389.09,307.34,334.99,335.1,380.39,445.5,281.43
203,DN14,178.06,185.75,198.61,202.47,186.9,174.27,161.48,173.23,151.27,147.55,134.1,141.32,151.97,214.29,180.84,177.93,176.81,194.4,191.42,172.06,211.23,170.29,161.63,502.06,14742.84,170.93,,164.85,156.57,184.15,188.14,202.55,181.83,169.84,1115.9,340.1,1417.9,448.54,296.42,354.86,246.57,181.29,189.2,186.01,184.29,136.57,229.29,212.4,152.04,243.58,267.74,244.02,580.15,392.01,365.25,741.14,246.93,65.61,66.66,74.41,78.92,64.05,63.08,83.46,60.17,76.89
206,DN17,586.1,578.32,654.29,697.9,677.65,706.83,785.19,451.1,553.6,583.52,473.27,472.61,503.87,518.64,514.32,532.57,493.94,101.93,1769.23,4812.32,0,0,,480.65,475.48,380.9,498.25,506.97,218.71,0,218.94,266.13,451.77,517.74,413.57,501.23,395.13,430.07,568.54,750.01,792.41,1123.2,943.55,784.51,672.99,503.54,561.13,566.98,520.46,462.86,514.11,575.79,762.64,940.74,732.25,459.52,318.03,248.57,359.28,534.83,484.11,490.37,311.16,356.79,564.68,399.37
207,DN17,319.06,211.68,219.71,180.83,135.52,209.2,251.9,142.87,108.63,164.16,201.56,86.13,119.42,0,0,0,0,81.57,127.03,100.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,DN14,742.45,761.86,816.68,791.67,771.06,761.33,742,785.32,727.3,766.23,712.47,835.29,786.87,719.21,767.29,800.1,846,750.4,659.03,792.95,,,,,,,,781.91,683.98,716.02,681.29,708.45,735.13,625.77,707.13,661.11,600.29,656.22,682.32,241.11,0.2,0,0.15,,,,,,,,,,,,,,,,,,,,,,,
211,HD1,97.13,95.43,117.26,117.13,132.48,90.47,117.9,103,109.7,100.45,89.3,105.71,130.77,107.71,113.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,HD2,101.77,28.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,HD2,,62.92,69.19,57.93,59.15,51.07,67.84,56,,,,,,,,,,59.62,87.34,89.29,98.23,85.04,,72.36,63.61,58.55,53.14,63.33,59.63,66.72,72.26,75.1,67.33,57.65,57.87,57.84,65.26,54.93,49.8,50.86,53.09,61.95,54.37,60.05,40.07,,,,,,,,,,,,,,,,,,,,,
222,HD3,113.81,104.54,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,HD3,229.48,119.25,228.17,255.96,319.18,308.32,266.33,294.05,247.78,266.02,242.87,259.61,250.64,256.71,279.88,385.5,425.05,449.02,371.32,387.44,390.27,412.33,308.81,236.37,213.3,173.48,178.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,HD4,0.58,23.57,6.48,5.67,136.05,339.6,130.65,81.77,36.3,268.45,26.5,325.16,4.94,3.61,0.1,33.9,17.39,51.93,9.9,174.03,217.2,101.32,371.03,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,HD3,86.35,109.71,124.81,127.23,51.58,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,HD2,663.13,851.86,719.94,565.8,0.81,2.23,0,513.13,654.49,822.57,735.3,757.97,720,604.21,683.77,633.93,684.06,772.57,722.61,428.58,598.57,600.84,729.7,734.81,714.65,450.25,559.38,585.45,629.8,740.12,579.95,441.29,660.87,3058.46,182.63,192.14,50.92,688.68,604.03,606.77,572.94,614.63,663.87,619.77,637.94,728,713.47,764.77,751.26,844.49,652.71,602.22,,731.53,544.19,474.65,648.47,502.62,554.61,664.29,564.04,410.43,540.5,538.26,546.18,660.05
229,HD4,212.03,230.68,280.61,261.53,235.94,176.9,264.52,244.29,243.88,287.29,268.93,277.68,261.45,245.75,250.13,257.77,249.39,230.97,182.81,265.1,287.13,235.77,235.67,263.97,233.84,180.28,245.45,289.07,267.42,221.83,201.16,268.35,281.27,269.77,234.4,254.87,278.58,298.82,284.37,286.99,490.96,0,0,0,0,256.59,238.71,227.93,258.94,257.05,250.24,255.25,255.16,217.8,249.85,283.66,265.02,256.76,263.97,243.38,277.29,353.41,394.35,381.12,382.44,412.62
230,HD4,928.97,798,1109.05,884.24,893.94,892.83,1133.68,746.13,1214.53,1111.87,24063.07,26105.65,26224.06,24285.75,32678,33628.75,25768,25824.27,26196.97,25419.81,24058.2,28203.58,,,,546.87,932.25,975.63,1232.39,1184.2,963.87,688.81,1070.83,10076.16,46336.74,920.52,1077.32,1116.04,1060.87,1066.93,1331.16,1511.57,1030.84,1016.35,1238.6,904.12,899.6,986.68,929.03,728.76,924.87,840.8,847.68,969.47,939.19,809.77,1638.67,1382.48,917,951,853.06,870.64,954.06,1053.1,947,1023.71
231,HD4,447.1,449.25,458.87,471.6,442.42,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,HD5,184.58,177.93,178.35,173.97,167.26,152.53,168.52,177.03,175.9,159.87,175.07,177,152.45,160.89,189.19,152.23,113.35,130.1,175.71,174.81,132.83,196.06,190.13,160.31,180.26,104.72,174.89,212.67,231.84,197.52,227.84,188.84,174.13,200.84,200.9,191.13,200.45,179.43,171.23,171.31,177.01,180.18,115.66,89.16,83.76,83.34,85.89,79.7,68.84,45.1,22.85,4.68,9.41,30.6,276.53,,,,,,,,,,,
236,HD6,208.32,217.36,232.1,211.2,216.29,43.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,HD6,1058.87,901.71,972.52,906.84,838.33,965.53,967.13,1014.97,868.13,860.97,855.57,963.58,900.32,884.86,1333.81,1135.83,787.19,1047.17,1334.87,0.52,1.33,0,0.17,0.81,387.68,689.21,606.08,719.07,737.26,681.6,874.94,673.65,740.5,769.77,867.13,1034.29,1044.32,875.11,984.86,991.1,1011.05,940.5,914.46,762.3,815.67,801.26,816.47,212.36,259.94,951.79,727.5,714.66,724.33,798.72,808.98,588.89,811.02,737.88,800.79,835.2,883.57,773.26,770.17,675.81,680.75,738.78
239,HD6,0,0,85.19,249.9,250.77,264.5,247.88,255.26,251.8,254.23,209.9,110.48,230.42,210.14,199.45,270.53,258.06,240.37,270.78,284.29,283.07,272.26,257.77,261.65,269,,287.72,260.94,285.47,234.77,290.91,288.74,271,262.77,262.3,259.52,259.61,247.07,239.99,235.53,284.76,298.38,286.35,196.58,48.06,161.64,178.68,141.31,177.1,176.59,178.02,180.75,206.74,187.39,142.66,175.53,170.85,128.09,159.63,157.44,160.05,77.66,231.08,218.49,215.88,183.98
240,HD6,238.27,228.24,188.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,HD6,,,,,,,,,,202.64,203.45,203.09,234.54,226.95,240.81,300.2,228.39,162.61,177.9,145.59,120.84,105.49,98.67,96.78,122.71,,109.66,101.97,101.52,,,,,317.31,285.73,251.11,260.27,337.85,306.58,277.46,324.96,269.55,486.81,336.54,299.04,258.22,,280.12,276.65,349.94,390,416.25,650.91,485.73,421.81,403.64,377.85,315,380.19,399.43,387.26,364.05,398.71,355.2,319.73,293.86
243,HD6,695.1,604.11,607.1,574.85,759.7,,,,,797.61,546.92,701.85,705.32,563.96,582.74,715.9,549.9,460.4,566.25,606.13,696.3,618.16,663.77,570.23,709.35,273.97,697.62,913.1,952.35,925.91,931.42,980.13,613.63,508.03,619.86,569.39,516.81,582.46,485.67,573.65,588.02,620.19,738.41,378.29,418.81,320.78,364.52,482.42,452.61,275.82,339.27,560.22,323.59,308.64,430.37,487.68,537.31,414.7,164.04,378.38,340.98,329.63,205.44,302.49,309.37,401.38
244,HX3,32.77,0.43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,HD7,281.9,262.46,626.53,311.13,327.58,212.03,325.77,231.55,301.27,360.06,375.9,405.84,329.16,301.61,339.65,157.2,445.14,398.03,330.16,226.1,309.05,1011.94,4018.4,21500,0,3758.52,51151.54,33998.13,0,216.5,232.87,448.84,449.5,375.32,377.77,406.94,389.16,366.48,405.03,407.53,510.32,460.37,309.14,410.3,395.93,433.99,337.72,,3.26,13.15,10.15,120.15,107.62,108.36,87.65,148.91,99.21,134.51,111.81,86.55,91.54,95.24,84.32,117.78,122.17,65.85
246,HD9,192.68,174.32,293.88,179.55,191.26,257.03,185.55,183.16,150.77,182.65,224.33,187.87,183.35,197.93,175.71,182.47,152.65,143.73,100.87,80.19,1611.75,86.23,207.73,200.57,887.99,275.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,HD6,407.53,413.03,407.31,427.89,410.5,404.99,386.73,353.59,443.52,428.56,429.49,430.46,411.98,446.9,440.97,419.7,427.75,320.23,96.18,1.03,0.02,0.02,0,0,,,340.61,430.4,411.08,461.54,434.32,447.41,462.46,432.39,434.05,458.24,419.55,435.4,445.71,471.9,417.9,429.6,1232.47,368.01,369.79,,435.59,382.32,373.2,340.23,352.12,347.59,356.19,331.95,322.05,317.64,335.07,334.19,330,333.93,336.7,318.17,482.4,329.33,310.99,2682.42
250,HD9,364.55,344.76,72.24,250.82,221.97,253.35,262.67,205.15,213.1,193.96,190.52,161.23,193.16,177.06,208.63,204.67,215.68,187.73,157.02,189.56,368.3,199.86,196.71,173.88,174.46,188.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,HX1,242.29,243.79,233.39,248.2,237.1,250.7,248.61,238.13,256.2,260.77,262.77,257.9,271.03,271.32,251.19,252.77,278.97,250.97,262.19,263.97,265.6,267.03,270.33,267.39,278.58,203.24,241.93,314.23,276.23,270.71,258.45,290.9,364.63,792.87,392.3,40.77,0,256.5,306.47,246.81,824.37,4583.31,0,209.63,312.18,277.52,269.16,279.48,272.69,278.84,278.01,261.69,267.56,254.91,266.75,252.32,127.86,256.27,246.42,257.31,259.05,255.76,263.51,270.72,265.85,265.16
252,HD9,0.03,0,0,0,0,0.4,0.45,0,0.53,0,,,,,30522.69,23563.79,23861.95,25268.05,24525.54,,26861.11,29430.08,24444.02,26543.58,25829.5,36465.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,HD8,105.71,107.86,100.58,104.63,115.45,107.77,97.6,90.35,91.97,66.74,86.57,114.42,83.84,71.07,68.19,63.87,84,109.57,98.52,99.06,103.5,101.23,102.5,86.39,117.27,134.48,100.69,103.3,90.23,120.1,142.39,119.39,98.93,100.26,102.5,124.77,45.71,117.11,121.67,133.01,115.08,107.04,131.37,121.88,136.14,133.95,137.52,157.64,131.43,124.3,110.81,106.38,93.4,93.39,69.12,,,,,,,,,,,
254,HD7,356.29,276.32,178.77,331.69,360.65,340.43,353.74,362.45,284.53,372.87,311.67,311.48,337.77,342.86,351.42,382.6,319.93,321.97,347.39,350.19,350.77,343.39,432.13,331.61,435.23,604.72,371.92,364.77,269.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,HD8,,,,,,124.53,85.17,95.03,95.16,122.75,140.24,62.36,60.95,,,,,,,0,0,0.06,92.93,112.42,8.19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,HD8,269.32,288,130.82,303.19,260.32,254.85,211.89,248.82,199.85,207.08,219.67,243.5,232.84,236.09,225.27,228.27,,168.25,208.12,220.03,236.95,204.97,243.47,277.31,268.21,250.12,222.74,206.05,200.48,214.8,104.55,129.1,205.1,255.44,323.58,269.36,193.34,193.7,242.85,312.87,340.93,273.66,321.56,414.96,497.79,691.37,641.19,528.13,557.74,730.74,634.59,681.69,462.19,532.95,733.94,583.9,674.13,300.93,264,336.6,274.21,278.94,303.7,322.87,291.77,308.17
263,HG1,316.26,301.96,316.84,65.9,314.48,62.6,74.81,0,234.4,313.45,313.63,338.9,317.06,297.54,481.81,297.77,550.68,289.7,543.26,448.71,266.43,77.03,32.57,214.06,247.16,156,253.58,265.77,429.83,261.15,366.35,262.58,250.3,239.03,206.56,214.68,236.74,266.39,226.5,488.61,242.13,152.55,312.79,266.25,184.17,196.92,219.45,194.4,184.44,167.9,212.26,228.57,255.11,266.04,321.82,250.17,215.94,183.86,140.76,152.39,138.4,113.63,0,37.47,102.69,252.05
264,HG2,205.68,221.04,206.55,226.81,225.96,222.77,235.97,232.55,232.07,204.31,,,,,,,,,,,,,,,,,361.01,381.63,442.32,274.04,264.19,228.61,219.73,179.42,126.83,94.49,116.97,111.86,104.42,115.09,115.2,129.75,131.47,129.77,124.17,152.01,63.09,85.25,93.31,99.64,96.11,113.22,112.56,143.64,133.75,99.78,99.87,105.65,95.01,89.54,92.09,96.17,100.32,48.65,47.96,105.38
265,HG1,362.35,349.32,329.77,349.43,395.13,356.37,358.13,346.17,350.56,349.61,319.93,324.94,297.19,295.07,292.23,340.37,353.65,374.63,355.46,351.06,314.83,300.71,283.67,308.35,288.23,289.17,316.06,312.36,688.67,1.32,9.35,3.23,14.67,319.9,324.87,344.32,350.1,335.57,343.23,374.19,356.84,320.1,340.61,310.2,,329.45,320.91,312.21,311.4,312.56,324.63,303.85,341.68,370.14,329.66,337.88,359.11,335.13,306.69,334.63,311.6,332.36,355.14,303.59,315.16,330.67
268,HG1,90.29,74.11,75.03,139.03,100.06,77.3,94.58,78.1,70.1,77.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,HG1,235.06,195.11,190.58,250.07,226.03,196.17,209.29,207.26,212.66,225.87,201.79,232.94,221.52,205.71,219.32,221.57,231.35,128.07,0,0,0,0,0,0,0,0,143.67,26.4,0,1.93,0,0,0,0,203.09,228.81,201.39,0,0,155.46,193.41,155.16,148.44,168.76,153.36,166.09,156.57,0,,,,,,,,,,,,,,,,,,
273,HG2,537.48,558.04,527.71,468.27,333.55,511.67,514.52,268.16,93.93,168.77,0.13,0,0.06,406.39,488.35,485.13,482.35,519.17,502.58,29.65,461.57,451.13,484.9,433.32,467.65,456.53,461.25,474.9,482.19,419.27,420.93,450.55,429.47,458.52,391.1,406.94,449.48,384.69,421.01,446.52,459.05,550.98,1348.69,1863.06,599.99,174.9,0.26,383.18,444.4,414.32,441.11,437.81,406.89,462,441,333.96,515.07,461.02,495.81,495.38,477.23,507.18,466.38,461.52,524.24,454.61
274,HG2,130.1,164.46,168.35,184.7,184.84,168.53,172.45,185.3,123.36,151.45,142.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,HG3,204.1,247.5,270.19,210.83,324.58,303.7,330.06,199.9,324.47,340.94,275.6,357.29,297.03,209.57,187.03,346.63,263.55,232,370.21,265.74,124.63,257.52,310.47,338.13,212.13,378.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,HG2,254.42,254.26,188.49,243.49,264.21,268.94,339.74,256.3,305.66,286.93,260.78,265.65,292.76,312.49,287.77,269.9,310.55,254.46,297.47,280.64,280.84,286.65,219.77,170.23,143.51,159.47,192.64,231.22,200.4,227.91,193.08,237.82,161.24,115.87,123.19,123.54,128.63,142.25,140.72,13.92,8.01,0,0,0,0,0,45.63,91.1,94.04,127.19,138.03,133.83,132.64,167.01,134.25,205.58,265.05,183.6,288.6,263.32,294.76,217.41,265.04,302.97,335.38,321.6
281,HG3,222.62,293.12,218.44,179.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,HG2,489.45,399.5,382.35,237.14,286.21,0.8,0.58,1.17,166.97,387.26,411.9,377.42,467.16,371.18,384.16,346.03,370.77,401,481.9,107.96,43.67,290.58,293.23,287.87,296.52,306.24,216.97,193.97,203.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,HG4,0,2.11,0,257.43,445.32,263.7,334.65,262.13,232.2,219.71,0,0.1,95.29,591.57,299.32,187.23,235.55,279.23,279.81,218.29,162.73,302.16,240.67,303.9,299.55,212.1,,,,,,352.12,381.93,340.06,318.43,506.11,421.16,359,337.97,294.93,292.74,165.6,562.32,247.77,341.37,352.02,811.21,450.13,357.06,329.32,295,277.24,161.78,368.23,811.87,342.55,355.53,408.16,394.83,667.59,280.26,276.68,271.32,267.43,225.15,
