Reference,Road,Ward,Defect,Recorded,Completed,Cost,Easting,Northing
HWO2534391,COBDEN GROVE -  (Farnley and Wortley) - 23003503-001,Farnley and Wortley,Pothole Carriageway,22/10/2025,23/10/2025,71.67,426064.9809,431862.7139
HWO2534390,BATH LANE - (Bramley and Stanningley) - 23001788,Bramley and Stanningley,Pothole Carriageway,22/10/2025,23/10/2025,71.67,424303,434747
HWO2534388,CHAPELTOWN ROAD -  (Chapel Allerton) - 23003170-008,Chapel Allerton,Pothole Carriageway,22/10/2025,,71.67,430869.99,436245.91
HWO2534384,LOW MILLS ROAD -  (Farnley and Wortley) - 23007780-001,Farnley and Wortley,Pothole Carriageway,22/10/2025,,71.67,426567.33,431854.86
HWO2534380,ALBION STREET -  (Little London and Woodhouse) - 23000176-004,Little London and Woodhouse,Pothole Carriageway,22/10/2025,23/10/2025,0,430069.3847,433801.9438
HWO2534375,FAIRFIELD SQUARE -  (Bramley and Stanningley) - 23004851-001,Bramley and Stanningley,Pothole Carriageway,22/10/2025,,71.67,423835,434909.07
HWO2534374,ROYDS LANE -  (Farnley and Wortley) - 23010564-001,Farnley and Wortley,Pothole Carriageway,22/10/2025,,71.67,427012.61,431544.22
HWO2534373,FAIRFIELD GROVE -  (Bramley and Stanningley) - 23004844-001,Bramley and Stanningley,Pothole Carriageway,22/10/2025,,71.67,423659.36,434682.01
HWO2534368,GREEN LANE -  (Farnley and Wortley) - 23005704-002,Farnley and Wortley,Pothole Carriageway,22/10/2025,,71.67,424162.73,432067.55
HWO2534364,MEANWOOD ROAD -  (Chapel Allerton) - 23008147-008,Chapel Allerton,Pothole Carriageway,22/10/2025,,71.67,429639.27,435857.55
HWO2534361,RING ROAD LOWER WORTLEY -  (Farnley and Wortley) - 23010290-1018,Farnley and Wortley,Pothole Carriageway,22/10/2025,,71.67,425838.51,432500.78
HWO2534345,HARROGATE ROAD -  (Moortown ) - 23006092-010,Moortown,Pothole Carriageway,22/10/2025,29/10/2025,71.67,430748.01,438890.91
HWO2534323,BENTCLIFFE AVENUE -  (Moortown ) - 23002027-002,Moortown,Pothole Carriageway,22/10/2025,,71.67,431049.7768,438517.2465
HWO2534322,KING LANE -  (Moortown) - 23007074-007,Moortown,Pothole Carriageway,22/10/2025,,71.67,429851.12,438850.81
HWO2534321,STAINBECK LANE -  (Moortown ) - 23011503-004,Moortown,Pothole Carriageway,22/10/2025,,71.67,429448.73,437300.81
HWO2534319,NEWTON GARTH -  (Chapel Allerton) - 23008819-001,Chapel Allerton,Pothole Carriageway,22/10/2025,,71.67,431243.69,436282.69
HWO2534317,NEWTON GARTH -  (Chapel Allerton) - 23008819-001,Chapel Allerton,Pothole Carriageway,22/10/2025,,71.67,431213.57,436290.64
HWO2534312,KINGSWEAR CRESCENT -  (Cross Gates and Whinmoor) - 23007104-002,Cross Gates and Whinmoor,Pothole Carriageway,22/10/2025,24/10/2025,71.67,436683.07,434133.81
HWO2534308,KINGSWEAR CRESCENT -  (Cross Gates and Whinmoor) - 23007104-001,Cross Gates and Whinmoor,Pothole Carriageway,22/10/2025,24/10/2025,71.67,436916.29,434326.01
HWO2534295,SANDHURST AVENUE -  (Gipton and Harehills) - 23010665-001,Gipton and Harehills,Pothole Carriageway,22/10/2025,,71.67,432325.99,435400.24
HWO2534293,SANDHURST AVENUE -  (Gipton and Harehills) - 23010665-001,Gipton and Harehills,Pothole Carriageway,22/10/2025,,71.67,432329,435393.25
HWO2534292,SANDHURST AVENUE -  (Gipton and Harehills) - 23010665-001,Gipton and Harehills,Pothole Carriageway,22/10/2025,,71.67,432356.18,435333.68
HWO2534289,SANDHURST AVENUE -  (Gipton and Harehills) - 23010665-001,Gipton and Harehills,Pothole Carriageway,22/10/2025,,71.67,432309.11,435447.9
HWO2534287,SANDHURST AVENUE -  (Gipton and Harehills) - 23010665-001,Gipton and Harehills,Pothole Carriageway,22/10/2025,,71.67,432306.41,435464.57
HWO2534285,SANDHURST AVENUE -  (Gipton and Harehills) - 23010665-001,Gipton and Harehills,Pothole Carriageway,22/10/2025,,71.67,432306.81,435475.58
HWO2534283,SANDHURST AVENUE -  (Gipton and Harehills) - 23010665-001,Gipton and Harehills,Pothole Carriageway,22/10/2025,,71.67,432305.81,435475.62
HWO2534281,SANDHURST AVENUE -  (Gipton and Harehills) - 23010665-001,Gipton and Harehills,Pothole Carriageway,22/10/2025,,71.67,432301.76,435519.12
HWO2534280,SANDHURST AVENUE -  (Gipton and Harehills) - 23010665-001,Gipton and Harehills,Pothole Carriageway,22/10/2025,,71.67,432302.68,435508.78
HWO2534279,SANDHURST AVENUE -  (Gipton and Harehills) - 23010665-001,Gipton and Harehills,Pothole Carriageway,22/10/2025,,71.67,432301.31,435544.76
HWO2534278,SANDHURST AVENUE -  (Gipton and Harehills) - 23010665-001,Gipton and Harehills,Pothole Carriageway,22/10/2025,,71.67,432299.89,435539.24
HWO2534277,HOVINGHAM GROVE -  (Gipton and Harehills) - 23006689-001,Gipton and Harehills,Pothole Carriageway,22/10/2025,,71.67,432277.26,435599.43
HWO2534275,HOVINGHAM GROVE -  (Gipton and Harehills) - 23006689-001,Gipton and Harehills,Pothole Carriageway,22/10/2025,,71.67,432274.63,435633.49
HWO2534274,BUCKSTONE GROVE - (Alwoodley) - 23002660,Alwoodley,Pothole Carriageway,22/10/2025,,71.67,428893.6891,439722.1391
HWO2534272,BULA CLOSE - (Kippax and Methley) - 23025168,Kippax and Methley,Pothole Carriageway,22/10/2025,,71.67,441818.5412,430932.3388
HWO2534270,SANDHURST MOUNT -  (Gipton and Harehills) - 23010667-001,Gipton and Harehills,Pothole Carriageway,22/10/2025,,71.67,432275.06,435538.83
HWO2534269,DORSET ROAD -  (Gipton and Harehills) - 23004344-001,Gipton and Harehills,Pothole Carriageway,22/10/2025,,71.67,432232.43,435628.73
HWO2534263,TONG ROAD - (Farnley and Wortley) - 23012242,Farnley and Wortley,Pothole Carriageway,22/10/2025,,71.67,425057.4031,432907.2112
HWO2534256,BLIND LANE - (Harewood) - 23002228,Harewood,Pothole Carriageway,22/10/2025,22/10/2025,71.67,434194.292,439706.5618
HWO2534254,INGRAM ROW - (Beeston and Holbeck) - 23006817,Beeston and Holbeck ,Pothole Carriageway,22/10/2025,,71.67,429794.0061,432638.3902
HWO2534253,KNOWSTHORPE WAY - (Burmantofts Richmond Hill) - 23014281,Burmantofts and Richmond Hill,Pothole Carriageway,22/10/2025,,71.67,432959.2394,431616.97
HWO2534252,CROMER TERRACE - (Little London Woodhouse) - 23003810,Little London and Woodhouse,Pothole Carriageway,22/10/2025,,71.67,429195.4962,434466.6041
HWO2534251,WILLOW TERRACE ROAD - (Little London Woodhouse) - 23013513,Little London and Woodhouse,Pothole Carriageway,22/10/2025,,71.67,429670.4953,434272.3801
HWO2534250,CONSTABLE ROAD - (Ardsley and Robin Hood) - 23025644,Ardsley and Robin Hood,Pothole Carriageway,22/10/2025,,71.67,428785.8469,425799.2108
HWO2534248,WINDSOR CRESCENT - (Rothwell) - 23023064,Rothwell,Pothole Carriageway,22/10/2025,,71.67,434338.9903,428662.5303
HWO2534246,BACK MORRITT DRIVE - (Temple Newsam) - 23001216,Temple Newsam,Pothole Carriageway,22/10/2025,27/10/2025,71.67,434904.4714,433581.5441
HWO2534244,OLD OAK GARTH - (Kirkstall) - 23009170,Kirkstall,Pothole Carriageway,22/10/2025,,71.67,425973.0317,437431.3156
HWO2534219,BENTCLIFFE LANE -  (Moortown ) - 23002032-001,Moortown,Pothole Carriageway,21/10/2025,22/10/2025,71.67,430878.77,438457.9
HWO2534217,LIDGETT LANE -  (Roundhay) - 23007505-009,Roundhay,Pothole Carriageway,21/10/2025,22/10/2025,71.67,431442.23,438150.85
HWO2534216,SCOTLAND LANE -  (Otley and Yeadon) - 23021242-007,Otley and Yeadon,Pothole Carriageway,21/10/2025,,71.67,423395.57,441235.76
HWO2534210,SCOTLAND LANE -  (Otley and Yeadon) - 23021242-005,Otley and Yeadon,Pothole Carriageway,21/10/2025,,71.67,423619.24,440590.26
HWO2534209,SCOTLAND LANE -  (Otley and Yeadon) - 23021242-005,Otley and Yeadon,Pothole Carriageway,21/10/2025,,71.67,423666.09,440330.87
HWO2534208,SCOTLAND LANE -  (Horsforth) - 23021242-004,Horsforth,Pothole Carriageway,21/10/2025,,71.67,423650.97,440268.66
HWO2534205,SCOTLAND LANE -  (Horsforth) - 23021242-004,Horsforth,Pothole Carriageway,21/10/2025,,71.67,423672.51,440097.52
HWO2534201,ARTHINGTON LANE -  (Adel and Wharfedale) - A-0659-026,Adel and Wharfedale,Pothole Carriageway,21/10/2025,,71.67,427760.34,444754.57
HWO2534198,POOL BANK NEW ROAD -  (Adel and Wharfedale) - A-0658-024,Adel and Wharfedale,Pothole Carriageway,21/10/2025,,71.67,424120.95,443994.96
HWO2534197,HARROGATE ROAD -  (Adel and Wharfedale) - A-0658-020,Adel and Wharfedale,Pothole Carriageway,21/10/2025,,71.67,423304.58,443437.81
HWO2534196,HARROGATE ROAD -  (Adel and Wharfedale) - A-0658-020,Adel and Wharfedale,Pothole Carriageway,21/10/2025,23/10/2025,71.67,423095.66,443243.45
HWO2534190,OTLEY ROAD -  (Guiseley and Rawdon) - A-0065-052,Guiseley and Rawdon,Pothole Carriageway,21/10/2025,,71.67,418851.03,442072.58
HWO2534184,LEEDS ROAD -  (Guiseley and Rawdon) - A-0065-047,Guiseley and Rawdon,Pothole Carriageway,21/10/2025,,71.67,419445.37,441662.55
HWO2534175,HARROGATE ROAD -  (Harewood) - A-0061-108,Harewood,Pothole Carriageway,21/10/2025,,71.67,431332.52,445733.37
HWO2534173,WIKE RIDGE LANE - (Harewood) - 23021985,Harewood,Pothole Carriageway,21/10/2025,22/10/2025,71.67,433228.98,441586.96
HWO2534165,HOVINGHAM AVENUE -  (Gipton and Harehills) - 23006688-001,Gipton and Harehills,Pothole Carriageway,21/10/2025,23/10/2025,71.67,432211.62,435632.39
HWO2534164,BAWN APPROACH -  (Farnley and Wortley) - 23001804-002,Farnley and Wortley,Pothole Carriageway,21/10/2025,23/10/2025,71.67,425256.61,432291.51
HWO2534161,HOVINGHAM AVENUE -  (Gipton and Harehills) - 23006688-001,Gipton and Harehills,Pothole Carriageway,21/10/2025,23/10/2025,71.67,432100.77,435603.59
HWO2534157,BACK DORSET ROAD -  (Gipton and Harehills) - 23000913-001,Gipton and Harehills,Pothole Carriageway,21/10/2025,23/10/2025,71.67,432211.5,435624.43
HWO2534155,BACK DORSET ROAD -  (Gipton and Harehills) - 23000913-001,Gipton and Harehills,Pothole Carriageway,21/10/2025,23/10/2025,71.67,432210.97,435602.13
HWO2534153,HARROGATE ROAD -  (Alwoodley) - A-0061-092,Alwoodley,Pothole Carriageway,21/10/2025,22/10/2025,71.67,430971.29,440159.76
HWO2534149,BACK HOVINGHAM MOUNT -  (Gipton and Harehills) - 23001544-001,Gipton and Harehills,Pothole Carriageway,21/10/2025,23/10/2025,71.67,432167.38,435595.89
HWO2534148,BACK HOVINGHAM MOUNT -  (Gipton and Harehills) - 23001544-001,Gipton and Harehills,Pothole Carriageway,21/10/2025,23/10/2025,71.67,432166.35,435598.84
HWO2534145,BACK HOVINGHAM TERRACE -  (Gipton and Harehills) - 23001076-001,Gipton and Harehills,Pothole Carriageway,21/10/2025,23/10/2025,71.67,432126.54,435559.83
HWO2534143,BACK DORSET MOUNT -  (Gipton and Harehills) - 23000912-001,Gipton and Harehills,Pothole Carriageway,21/10/2025,23/10/2025,71.67,432232.09,435537.35
HWO2534142,ECCUP LANE -  (Harewood) - 23004568-009,Harewood,Pothole Carriageway,21/10/2025,,71.67,429132.18,443830.99
HWO2534141,BACK DORSET MOUNT -  (Gipton and Harehills) - 23000912-001,Gipton and Harehills,Pothole Carriageway,21/10/2025,23/10/2025,71.67,432204.35,435531.83
HWO2534140,BACK DORSET MOUNT -  (Gipton and Harehills) - 23000912-001,Gipton and Harehills,Pothole Carriageway,21/10/2025,23/10/2025,71.67,432158.83,435519.66
HWO2534139,BACK DORSET MOUNT -  (Gipton and Harehills) - 23000912-001,Gipton and Harehills,Pothole Carriageway,21/10/2025,23/10/2025,71.67,432135.92,435514.2
HWO2534138,BACK DORSET MOUNT -  (Gipton and Harehills) - 23000912-001,Gipton and Harehills,Pothole Carriageway,21/10/2025,23/10/2025,71.67,432134.38,435515.6
HWO2534136,DORSET STREET -  (Gipton and Harehills) - 23004345-001,Gipton and Harehills,Pothole Carriageway,21/10/2025,23/10/2025,71.67,432129.82,435527.82
HWO2534131,FOUNDRY LANE -  (Killingbeck and Seacroft) - 23005142-002,Killingbeck and Seacroft,Pothole Carriageway,21/10/2025,22/10/2025,71.67,435027.13,434964.6
HWO2534127,BACK SANDHURST ROAD -  (Gipton and Harehills) - 23001367-001,Gipton and Harehills,Pothole Carriageway,21/10/2025,23/10/2025,71.67,432212.17,435432.87
HWO2534125,MORESDALE LANE -  (Killingbeck and Seacroft) - 23008508-003,Killingbeck and Seacroft,Pothole Carriageway,21/10/2025,22/10/2025,71.67,434919.72,435089.65
HWO2534124,BACK SANDHURST ROAD -  (Gipton and Harehills) - 23001367-001,Gipton and Harehills,Pothole Carriageway,21/10/2025,23/10/2025,71.67,432137.28,435408.77
HWO2534123,BACK SANDHURST ROAD -  (Gipton and Harehills) - 23001367-001,Gipton and Harehills,Pothole Carriageway,21/10/2025,23/10/2025,71.67,432129.68,435405.37
HWO2534122,FOUNDRY MILL DRIVE -  (Killingbeck and Seacroft) - 23005145-001,Killingbeck and Seacroft,Pothole Carriageway,21/10/2025,22/10/2025,71.67,434401.52,435230.72
HWO2534121,BACK SANDHURST ROAD -  (Gipton and Harehills) - 23001367-001,Gipton and Harehills,Pothole Carriageway,21/10/2025,23/10/2025,71.67,432120.56,435402.47
HWO2534119,BACK SANDHURST PLACE -  (Gipton and Harehills) - 23000653-001,Gipton and Harehills,Pothole Carriageway,21/10/2025,24/10/2025,71.67,432130.81,435354.88
HWO2534118,BRIDGE END -  (Hunslet and Riverside) - 23002448-001,Hunslet and Riverside,Pothole Carriageway,21/10/2025,,71.67,430261.18,433189.58
HWO2534115,BACK SANDHURST PLACE -  (Gipton and Harehills) - 23000653-001,Gipton and Harehills,Pothole Carriageway,21/10/2025,23/10/2025,71.67,432207.89,435383.28
HWO2534114,BACK SANDHURST PLACE -  (Gipton and Harehills) - 23000653-001,Gipton and Harehills,Pothole Carriageway,21/10/2025,23/10/2025,71.67,432220.26,435388.42
HWO2534106,OTLEY ROAD - (Adel and Wharfedale) - 23030533,Adel and Wharfedale,Pothole Carriageway,21/10/2025,,71.67,426765.0374,438467.5511
HWO2534104,NORTH BROADGATE LANE - (Horsforth) - 23021373,Horsforth,Pothole Carriageway,21/10/2025,,71.67,424049.7677,438433.3999
HWO2534098,EAST BUSK LANE - (Otley and Yeadon) - 23023881,Otley and Yeadon,Pothole Carriageway,21/10/2025,,71.67,421050.6273,445681.1722
HWO2534097,EAST BUSK LANE - (Otley and Yeadon) - 23023881,Otley and Yeadon,Pothole Carriageway,21/10/2025,,71.67,421050.6273,445681.1722
HWO2534091,BACK CHATSWORTH ROAD -  (Gipton and Harehills) - 23000829-001,Gipton and Harehills,Pothole Carriageway,21/10/2025,21/10/2025,71.67,432241.03,435296.68
HWO2534087,MOOR DRIVE - (Pudsey) - 23020494,Pudsey,Pothole Carriageway,21/10/2025,,71.67,422668,432460
HWO2534080,CARR MANOR AVENUE - (Moortown ) - 23003007,Moortown,Pothole Carriageway,21/10/2025,21/10/2025,71.67,429791.6701,438118.3327
HWO2534079,CHATSWORTH ROAD -  (Gipton and Harehills) - 23003206-002,Gipton and Harehills,Pothole Carriageway,21/10/2025,21/10/2025,71.67,432305.35,435300.68
HWO2534078,BUCKSTONE WAY - (Alwoodley) - 23002665,Alwoodley,Pothole Carriageway,21/10/2025,21/10/2025,71.67,428914.9499,439648.3359
HWO2534077,SCOTT HALL ROAD - (Chapel Allerton) - 23010775,Chapel Allerton,Pothole Carriageway,21/10/2025,21/10/2025,71.67,430473.1456,435425.0278
HWO2534072,WELLINGTON ROAD - (Armley) - 23013152,Armley,Pothole Carriageway,21/10/2025,21/10/2025,71.67,428303.7111,432864.3347
HWO2534046,HALF MILE GARDENS -  (Bramley and Stanningley) - 23005906-001,Bramley and Stanningley,Pothole Carriageway,20/10/2025,,71.67,422607.45,435000.01
HWO2534045,HALF MILE GARDENS -  (Bramley and Stanningley) - 23005906-001,Bramley and Stanningley,Pothole Carriageway,20/10/2025,,71.67,422605.17,434990.62
HWO2534041,HALF MILE GARDENS -  (Bramley and Stanningley) - 23005906-001,Bramley and Stanningley,Pothole Carriageway,20/10/2025,,71.67,422555.85,434967.03
HWO2534034,LIDGETT CRESCENT -  (Roundhay) - 23007501-001,Roundhay,Pothole Carriageway,20/10/2025,21/10/2025,71.67,431823.05,437880.21
HWO2534033,LIDGETT CRESCENT -  (Roundhay) - 23007501-001,Roundhay,Pothole Carriageway,20/10/2025,21/10/2025,71.67,431817.36,437876.96
HWO2534031,LIDGETT CRESCENT -  (Roundhay) - 23007501-001,Roundhay,Pothole Carriageway,20/10/2025,21/10/2025,71.67,431819.79,437835.59
HWO2534005,FERNBANK PLACE -  (Bramley and Stanningley) - 23004985-001,Bramley and Stanningley,Pothole Carriageway,20/10/2025,,71.67,422594.73,435443
HWO2534004,FERNBANK PLACE -  (Bramley and Stanningley) - 23004985-001,Bramley and Stanningley,Pothole Carriageway,20/10/2025,,71.67,422595.24,435462.55
HWO2534000,ROYDS LANE -  (Farnley and Wortley) - 23010564-002,Farnley and Wortley,Pothole Carriageway,20/10/2025,,71.67,427054.38,431737.58
HWO2533999,ROYDS LANE -  (Farnley and Wortley) - 23010564-002,Farnley and Wortley,Pothole Carriageway,20/10/2025,,71.67,427062.71,431786.68
HWO2533998,YORK ROAD - (Killingbeck and Seacroft) - 23013846,Killingbeck and Seacroft,Pothole Carriageway,20/10/2025,22/10/2025,71.67,433384.44,434024.06
HWO2533990,ROYDS LANE -  (Farnley and Wortley) - 23010564-002,Farnley and Wortley,Pothole Carriageway,20/10/2025,,71.67,,
HWO2533985,HAREHILLS ROAD -  (Gipton and Harehills) - 23006027-004,Gipton and Harehills,Pothole Carriageway,20/10/2025,21/10/2025,71.67,431889.31,435582.45
HWO2533983,SERVICE ROAD ACCESS TO SUPERMARKET -  (Otley and Yeadon) - 23032292-001,Otley and Yeadon,Pothole Carriageway,20/10/2025,,71.67,420906.03,441054.67
HWO2533979,JAMES AVENUE -  (Roundhay) - 23006898-001,Roundhay,Pothole Carriageway,20/10/2025,21/10/2025,71.67,431825.1,437735.23
HWO2533967,DENTON GROVE -  (Roundhay) - 23004243-001,Roundhay,Pothole Carriageway,20/10/2025,21/10/2025,71.67,431782.58,437615.21
HWO2533964,DENTON GROVE -  (Roundhay) - 23004243-001,Roundhay,Pothole Carriageway,20/10/2025,21/10/2025,71.67,431790.74,437573.04
HWO2533963,DENTON GROVE -  (Roundhay) - 23004243-001,Roundhay,Pothole Carriageway,20/10/2025,21/10/2025,71.67,431783.02,437626.85
HWO2533962,KIRKDALE AVENUE -  (Farnley and Wortley) - 23007129-001,Farnley and Wortley,Pothole Carriageway,20/10/2025,,71.67,426639.94,431663.61
HWO2533957,KIRKDALE AVENUE -  (Farnley and Wortley) - 23007129-001,Farnley and Wortley,Pothole Carriageway,20/10/2025,,71.67,426677.7,431661.62
HWO2533949,ROPER GROVE -  (Roundhay) - 23010407-002,Roundhay,Pothole Carriageway,20/10/2025,21/10/2025,71.67,431875.85,437703.42
HWO2533946,DENTON GROVE -  (Roundhay) - 23004243-002,Roundhay,Pothole Carriageway,20/10/2025,21/10/2025,71.67,431778.95,437665.66
HWO2533942,DENTON GROVE -  (Roundhay) - 23004243-002,Roundhay,Pothole Carriageway,20/10/2025,21/10/2025,71.67,431775.32,437670.04
HWO2533941,PONTEFRACT LANE -  (Burmantofts Richmond Hill) - A-0063-006,Burmantofts and Richmond Hill,Pothole Carriageway,20/10/2025,24/10/2025,71.67,432433.21,432563.12
HWO2533939,AIRE VALLEY WAY -  (Burmantofts Richmond Hill) - A-0063-004,Burmantofts and Richmond Hill,Pothole Carriageway,20/10/2025,24/10/2025,71.67,432294.75,432581.86
HWO2533937,KIRKDALE CRESCENT -  (Farnley and Wortley) - 23007130-002,Farnley and Wortley,Pothole Carriageway,20/10/2025,,71.67,426506.68,431486.23
HWO2533925,CHURCH AVENUE - (Moortown ) - 23003280,Moortown,Pothole Carriageway,20/10/2025,20/10/2025,71.67,428567.9669,437125.6122
HWO2533918,YORK ROAD - (Killingbeck and Seacroft) - 23013846,Killingbeck and Seacroft,Pothole Carriageway,20/10/2025,22/10/2025,71.67,435308.4719,434844.6005
HWO2533917,SCOTLAND LANE - (Otley and Yeadon) - 23021242,Otley and Yeadon,Pothole Carriageway,20/10/2025,,71.67,423649.8613,440269.5443
HWO2533916,DEAN LANE - (Otley and Yeadon) - 23021016,Otley and Yeadon,Pothole Carriageway,20/10/2025,,71.67,423303.5227,442168.1628
HWO2533915,DEAN LANE - (Otley and Yeadon) - 23021016,Otley and Yeadon,Pothole Carriageway,20/10/2025,,71.67,423323.7071,442195.9711
HWO2533914,BACK FOUNDRY MILL DRIVE - (Killingbeck and Seacroft) - 23030901,Killingbeck and Seacroft,Pothole Carriageway,20/10/2025,28/10/2025,71.67,434336.107,435675.0807
HWO2533910,YORK GATE - (Guiseley and Rawdon) - 23020896,Guiseley and Rawdon,Pothole Carriageway,20/10/2025,,71.67,420999.3771,443989.6615
HWO2533909,YORK GATE - (Guiseley and Rawdon) - 23020896,Guiseley and Rawdon,Pothole Carriageway,20/10/2025,,71.67,420444.9091,444015.0457
HWO2533908,YORK GATE - (Guiseley and Rawdon) - 23020896,Guiseley and Rawdon,Pothole Carriageway,20/10/2025,,71.67,420444.9091,444015.0457
HWO2533907,SCOTT HALL ROAD - (Chapel Allerton) - 23010775,Chapel Allerton,Pothole Carriageway,20/10/2025,20/10/2025,71.67,429907.0275,437024.3045
HWO2533906,CARR MANOR AVENUE - (Moortown ) - 23003007,Moortown,Pothole Carriageway,20/10/2025,20/10/2025,71.67,429691.3373,437862.3955
HWO2533904,BISHOPS WAY - (Killingbeck and Seacroft) - 23032081,Killingbeck and Seacroft,Pothole Carriageway,20/10/2025,22/10/2025,71.67,434340.1421,436095.9572
HWO2533903,MOORLAND ROAD - (Morley North) - 23022541,Morley North,Pothole Carriageway,20/10/2025,,71.67,422237.8407,428661.0076
HWO2533902,BRANCH ROAD - (Farnley and Wortley) - 23002380,Farnley and Wortley,Pothole Carriageway,20/10/2025,,71.67,426240.8572,431928.182
HWO2533901,MIDDLETON PARK ROAD - (Middleton Park) - 23008233,Middleton Park,Pothole Carriageway,20/10/2025,,71.67,430215,428075
HWO2533899,CHURCH COURT - (Morley North) - 23030677,Morley North,Pothole Carriageway,20/10/2025,,71.67,426428.669,428377.3222
HWO2533897,GRANNY AVENUE - (Morley North) - 23022384,Morley North,Pothole Carriageway,20/10/2025,22/10/2025,71.67,427225.8866,429669.3152
HWO2533895,PEEL STREET - (Morley South) - 23022853,Morley South,Pothole Carriageway,20/10/2025,22/10/2025,71.67,426720.3324,427765.9166
HWO2533891,PEEL STREET - (Morley South) - 23022853,Morley South,Pothole Carriageway,20/10/2025,22/10/2025,71.67,426819.2536,427819.0946
