Stop_No,Location,X,Y,Platetype,Adshelnum,Plate_loca,Casetype,Schemestop,Lighting,Nexusplate,District,Status,Shelter_Ty
08NC11,PERCY STREET,424623,564532,C2, ,STAINLESS STEEL,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
08NC110,NEWGATE STREET,424582,564411,C3, ,Traffic Sign,None, ,Nearby,Yes,Newcastle,OPERATING,NONE
08NC111,"NEVILLE ST,NEWCASTLE",424451,563828,C3, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,Newcastle,OPERATING,NONE
08NC112,"BLACKETT ST,NEWCASTLE",424776,564454,C1,0502/0187,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
08NC113,CORPORATION ST N/CASTLE,424336,564350,C3, ,Metal,None, ,Unknow,New,Newcastle,OPERATING,NONE
08NC114,JOHN DOBSON STREET,424994,564813,C3,0502/0241,BRACKET,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
08NC115,ST.THOMAS STREET,424705,564766,C2, ,STAINLESS STEEL,NORMAL, ,AT STOP,Yes,Newcastle,OPERATING,NONE
08NC116,GRAINGER STREET,424755,564199,C3,0502/9019,BRACKET,LARGE, ,NEARBY,Yes,Newcastle,OPERATING,SPECIAL
08NC117,"NEWGATE ST,NEWCASTLE",424627,564244,C7, ,Removed,None, ,At Stop,New,Newcastle,OPERATING,NONE
08NC118,"ST THOMAS ST,NEWCASTLE",424709,564775,O4, ,Bracket,None, ,Nearby,New,Newcastle,OPERATING,COUNCIL
08NC119,BARRAS BRIDGE,424844,564938,X1, ,METAL,NORMAL, ,AT STOP,Yes,Newcastle,OPERATING,NONE
08NC12,GALLOWGATE,424406,564405, , ,STAINLESS STEEL,Normal, ,AT STOP,No,Newcastle,OUTSER,NONE
08NC120,"PRUDHOE PLACE,N/CLE ""SDO""",424750,564685,O4, ,METAL,NONE, ,UNKOWN,New,Newcastle,OPERATING,NONE
08NC121,"SUNDERLAND ST,COACH STOP",424265,563959,C4, ,Special,None, ,Unknow,New,Newcastle,OPERATING,NONE
08NC122,QUAYSIDE,425194,563900,C2, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING, 
08NC124,CENTRAL STATION NEVILLE STREET #(M),424679,563925,C3, ,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
08NC125,NEWGATE STREET,424690,564196,C5, ,STAINLESS STEEL,NONE, ,AT STOP,Yes,Newcastle,OPERATING, 
08NC126,NEWGATE STREET,424678,564205,C7, ,STAINLESS STEEL,NORMAL, ,AT STOP,Yes,Newcastle,OPERATING, 
08NC127,NEWCASTLE NEWGATE STREET,424665,564215,C3, ,NONE,NONE, ,AT STOP,New,Newcastle,OPERATING, 
08NC13,GALLOWGATE,424429,564407,C5, ,STAINLESS STEEL,NORMAL, ,AT STOP,Yes,Newcastle,OPERATING,NONE
08NC14,GALLOWGATE,424493,564425,C3, ,STAINLESS STEEL,NORMAL, ,AT STOP,Yes,Newcastle,OPERATING,NONE
08NC15,GALLOWGATE,424413,564389,C3,0502/0115,STAINLESS STEEL,TWIN, ,AT STOP,Yes,Newcastle,OPERATING,NONE
08NC16,GALLOWGATE,424478,564415,C3,0502/0945,BRACKET,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,SIGMA
08NC17,NEWGATE STREET,424569,564344,C3,0502/0060,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,COUNCIL
08NC18,NEWGATE STREET,424572,564322,C5, ,BRACKET,NORMAL, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
08NC19,NEWCASTLE NEWGATE STREET,424576,564296,C5,0502/0720,STAINLESS STEEL,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
08NC20,NEWCASTLE NEWGATE STREET,424600,564384,C3, ,Removed,None, ,Nearby,New,Newcastle,OUTSER,NONE
08NC21,"NEWGATE ST,NEWCASTLE",424599,564361,C3, ,Removed,None, ,At Stop,New,Newcastle,OPERATING,NONE
08NC22,"NEWGATE ST,NEWCASTLE",424598,564347,C3, ,Removed,None, ,Nearby,New,Newcastle,OPERATING,NONE
08NC23,"BLACKETT ST,NEWCASTLE",424672,564453,C2,0502/1018,BRACKET,NORMAL, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
08NC24,"BLACKETT ST,NEWCASTLE",424722,564449,C2,0502/1016,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
08NC25,"BLACKETT ST,NEWCASTLE",424757,564446,C2, ,BRACKET,NORMAL, ,NONE,New,Newcastle,OPERATING,NONE
08NC26,JOHN DOBSON STREET,425103,564452,C8, ,STAINLESS STEEL,NONE, ,NEARBY,New,Newcastle,OPERATING,NONE
08NC27,"BLACKETT ST,NEWCASTLE",424710,564460,C2,0502/1014,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
08NC28,"BLACKETT ST,NEWCASTLE",424736,564458,C1,0502/1015,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
08NC29,"BLACKETT ST,NEWCASTLE",424678,564462,C2,0502/0185,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
08NC30,"BLACKETT ST,NEWCASTLE",424691,564452,C1,0502/1017,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
08NC31,NEW BRIDGE STREET,425019,564509,C2,0502/0014,BRACKET,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
08NC32,NEW BRIDGE STREET,424998,564500,C2,0502/0010,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
08NC33,"JOHN DOBSON ST,N/CASTLE",425110,564469, , ,METAL,NORMAL, ,NEARBY,NO,Newcastle,OUTSER,NONE
08NC34,JOHN DOBSON ST N/CLE,425118,564461,X3, ,METAL,NONE, ,UNKOWN,New,Newcastle,OUTSER,NONE
08NC35,JOHN DOBSON STREET,425092,564469,C3, ,METAL,NORMAL, ,NEARBY,Yes,Newcastle,OPERATING,NONE
08NC36,MARKET STREET EAST,425036,564379,C2,0502/0108,BRACKET,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
08NC37,"PILGRIM ST,NEWCASTLE",424976,564428,C4,0502/0070,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
08NC38,"PILGRIM ST,NEWCASTLE",424952,564449,C2,0502/0166,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
08NC39,"PILGRIM ST,NEWCASTLE",424959,564429,C3,0502/0165,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
08NC40,"PILGRIM ST,NEWCASTLE",424964,564413,C2,0502/0164,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
08NC41,"PILGRIM ST,N/CASTLE",424975,564381,C2,0502/0163,BRACKET,NORMAL, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
08NC42,MARKET STREET EAST,425104,564399,C1, ,STAINLESS STEEL,NORMAL, ,NONE,Yes,Newcastle,OPERATING,NONE
08NC43,MARKET STREET EAST,425039,564367,C2,0502/0128,BRACKET,LARGE, ,NEARBY,Yes,Newcastle,OPERATING,ADSHEL
08NC44,"MARKET ST WEST,N/CLE",424954,564337,C3,0502/0072,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
08NC45,MONUMENT MARKET STREET   (M),424927,564327,C2, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
08NC46,"MARKET ST WEST,N/CLE",424843,564300,C5,0502/0399,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
08NC47,"MARKET ST WEST,N/CLE",424839,564311,C3,0502/0654,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
08NC48,BOTTOM WESTGATE ROAD,424787,564270,C3, ,Metal,Normal, ,Unknow,New,Newcastle,OPERATING,NONE
08NC49,CLAYTON STREET,424585,564165,C4, ,STAINLESS STEEL,NORMAL, ,NONE,New,Newcastle,OPERATING,NONE
08NC50,GRAINGER STREET,424724,564134,C3, ,STAINLESS STEEL,NORMAL, ,AT STOP,Yes,Newcastle,OPERATING,NONE
08NC51,GRAINGER STREET,424711,564110,C1, ,STAINLESS STEEL,NORMAL, ,AT STOP,Yes,Newcastle,OPERATING,NONE
08NC52,GRAINGER STREET,424683,564057,C2, ,STAINLESS STEEL,NORMAL, ,AT STOP,Yes,Newcastle,OPERATING,NONE
08NC53,GRAINGER STREET,424671,564033,C2, ,STAINLESS STEEL,NORMAL, ,NONE,Yes,Newcastle,OPERATING,NONE
08NC54,"GRAINGER ST,NEWCASTLE",424738,564134,C1, ,STAINLESS STEEL,NONE, ,NEARBY,Yes,Newcastle,OPERATING,NONE
08NC55,"GRAINGER ST,N/CASTLE",424727,564114,C2, ,STAINLESS STEEL,NORMAL, ,AT STOP,Yes,Newcastle,OPERATING,NONE
08NC56,"GRAINGER ST,N/CASTLE",424715,564091,C3, ,STAINLESS STEEL,NORMAL, ,NEARBY,Yes,Newcastle,OPERATING,NONE
08NC57,GRAINGER STREET,424707,564074,C3, ,STAINLESS STEEL,NORMAL, ,AT STOP,Yes,Newcastle,OPERATING,NONE
08NC58,COLLINGWOOD ST N/CASTLE,424878,564002,C4, ,Stainless Steel,None, ,At Stop,New,Newcastle,OPERATING,NONE
08NC59,GREY ST N/CASTLE,425023,564121,C3, ,none,None, , ,New,Newcastle,OUTSER,NONE
08NC60,MOSLEY ST N/CASTLE,424977,564052,C3, ,METAL,NORMAL, ,NEARBY,New,Newcastle,OUTSER,NONE
08NC61,HIGH LEVEL BRIDGE NORTH END,424971,563949,C3,0502/9001,BRACKET,NORMAL, ,NEARBY,New,Newcastle,OPERATING,COUNCIL
08NC62,HIGH LEVEL BRIDGE NORTH END,424978,563937,C7,0502/9002,BRACKET,TWIN, ,NEARBY,New,Newcastle,OPERATING,COUNCIL
08NC63,"ST NICHOLAS ST,N/CLE",424992,563912,C3, ,METAL,NORMAL, ,NONE,New,Newcastle,OPERATING,NONE
08NC64,"WESTGATE RD,NEWCASTLE",424950,563882,C4, ,METAL,NONE, ,NONE,New,Newcastle,OPERATING,NONE
08NC65,TYNE BRIDGE SLIP ROAD,425143,564052,C4,0502/0149,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
08NC66,PILGRIM STREET,425061,564217,C5,0502/0001,STAINLESS STEEL,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
08NC67,John Dobson Street,425056,564544, , ,Stainless Steel, , ,None, ,Newcastle,OPERATING,NONE
08NC68,"MARKET ST WEST,N/CASTLE",424924,564340,C2,0502/0653,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
08NC69,NEWGATE ST N/CASTLE,424602,564273,C9, ,METAL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
08NC70,MONUMENT GRAINGER STREET,424789,564246,C4, ,STAINLESS STEEL,NORMAL, ,AT STOP,Yes,Newcastle,OPERATING,NONE
08NC71,MONUMENT PILGRIM STREET,424987,564396,C3,0502/0154,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
08NC72,ST MARYS PLACE,424898,564878,C2,0502/0639,METAL,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
08NC73,ST MARYS PLACE,424914,564868,C3, ,STAINLESS STEEL,NONE, ,UNKOWN,Yes,Newcastle,OPERATING,NONE
08NC74,JOHN DOBSON STREET,424965,564854,C3,0502/0107,BRACKET,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
08NC75,JOHN DOBSON STREET,424990,564830,C2,0502/0159,BRACKET,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
08NC76,ST MARYS PLACE,424895,564866, , ,STAINLESS STEEL,NORMAL, ,NONE,No,Newcastle,OUTSER,NONE
08NC77,ST MARYS PLACE,424865,564864,C3,0502/0641,METAL,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
08NC78,"RIDLEY PL,NEWCASTLE",424881,564786,X4, ,BRACKET,NONE, ,UNKOWN,New,Newcastle,OPERATING,ADSHEL
08NC79,NEW BRIDGE STREET,425003,564488,C3,0502/0152,BRACKET,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
08NC80,"PILGRIM ST,NEWCASTLE",424968,564448,C2,0502/0153,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
08NC81,JOHN DOBSON STREET,425000,564794,C2,0502/0096,BRACKET,LARGE,Qlink,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
08NC82,"WESTGATE RD, E/b Stand M",424627,564005,C3,0502/0116,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
08NC83,"WESTGATE RD, E/b Stand L",424560,564019,C3,0502/0069,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
08NC84,Westgate Road E/b _ Stand K,424524,56402,C4, ,Stainless Steel,Normal, ,None,New,Newcastle,OPERATING,ADSHEL
08NC85,Clayton Street West N/b - Stand J,424466,564020,C3, ,Stainless Steel,Normal, ,NONE,New,Newcastle,OPERATING,ADSHEL
08NC86,"Clayton Street West, N/b - Stand H",424439,563915,C3, ,Stainless Steel,Normal, ,NONE,New,Newcastle,OPERATING,NONE
08NC87,"Clayton Street West, Stand G",424417,563880,C4, ,Stainless Steel,Normal, ,None,New,Newcastle,OPERATING,NONE
08NC88,"BEWICK ST,NEWCASTLE",424491,563919,C3, ,BRACKET,NORMAL, ,AT STOP,New,Newcastle,OPERATING,COUNCIL
08NC89,"BEWICK ST,NEWCASTLE",424517,563909,C3, ,BRACKET,NORMAL, ,AT STOP,New,Newcastle,OPERATING,COUNCIL
08NC90,"NEVILLE ST,NEWCASTLE - Stand F",424441,563830,C4,0502/0569,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,SPECIAL
08NC91,"NEVILLE ST,NEWCASTLE - Stand E",424500,563863,C3,0502/0568,BRACKET,LARGE, ,NEARBY,New,Newcastle,OPERATING,SPECIAL
08NC92,"NEVILLE ST,NEWCASTLE - Stand D",424521,563870,C5,0502/0567,BRACKET,LARGE, ,NEARBY,New,Newcastle,OPERATING,SPECIAL
08NC93,"NEVILLE ST,NEWCASTLE = Stand C",424542,563878,C3,No Number,BRACKET,LARGE,Qlink,NEARBY,New,Newcastle,OPERATING,SPECIAL
08NC94,"NEVILLE ST,NEWCASTLE - Stand B",424648,563916,C5,0502/0565,BRACKET,NORMAL, ,NEARBY,New,Newcastle,OPERATING,ADSHEL
08NC95,"NEVILLE ST,NEWCASTLE - Stand A",424675,563924,C3,0502/0564,BRACKET,LARGE, ,NEARBY,New,Newcastle,OPERATING,ADSHEL
08NC96,"Bewick Street, Stand N - Coaches",424492,563926,C4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,Newcastle,OPERATING,ADSHEL
08NC97,Bewick Street - Stand P,424527,563910,C7, ,Bracket,Large, ,None,New,Newcastle,OPERATING,ADSHEL
08NC98,"GRAINGER ST,NEWCASTLE",424686,564034,C5, ,METAL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
08NC99,"RAILWAY ST,NEWCASTLE",424244,563477,X7, ,STAINLESS STEEL,NORMAL, ,UNKOWN,New,Newcastle,OPERATING,NONE
08NC999,"PRUDHOE ST,NEWCASTLE",424746,564677,X4, ,CHECK,NONE, ,UNKOWN,No,Newcastle,OPERATING,NONE
08Q01,NEWCASTLE NEWGATE STREET,424602,564273, , ,BRACKET,NONE, ,AT STOP,New,Newcastle,OPERATING,SPECIAL
08Q02,MONUMENT MARKET STREET,424874,564323, , , , , ,AT STOP,New,Newcastle,OPERATING, 
08Q03,GREY STREET S/B,425027,564115,C3, , , ,Qlink,AT STOP,New,Newcastle,OPERATING, 
08Q11,GREY STREET NORTHBOUND,424989,564136,C3, , , ,Qlink,AT STOP,New,Newcastle,OPERATING, 
08Q12,MONUMENT MARKET STREET  (M),424957,564352, , , , ,Qlink,AT STOP, ,Newcastle,OPERATING, 
08Q13,JOHN DOBSON STREET,424997,564731, , ,BRACKET,LARGE,Qlink,AT STOP, ,Newcastle,OPERATING,SPECIAL
08Q22,MONUMENT MARKET STREET  (M),424871,564308, , , , ,Qlink,AT STOP, ,Newcastle,OPERATING, 
08Q25,MONUMENT GREY STREET,424918,564290,C3, ,STAINLESS STEEL,NORMAL,Qlink,AT STOP,New,Newcastle,OUTSER, 
08REGA,REGENT CENTRE INTERCHANGE - STAND A,424303,568668,O1, ,STAND,LARGE, ,UNKOWN,New,Newcastle,OPERATING,ADSHEL
08REGB,REGENT CENTRE INTERCHANGE -  STAND B,424298,568650,O1, ,STAND,LARGE, ,UNKOWN,New,Newcastle,OPERATING,ADSHEL
08REGC,REGENT CENTRE INTERCHANGE - STAND C,424296,568635,O1, ,STAND,LARGE, ,UNKOWN,New,Newcastle,OPERATING,ADSHEL
08REGD,REGENT CENTRE INTERCHANGE - STAND D,424327,568631,O1, ,STAND,LARGE, ,UNKOWN,New,Newcastle,OPERATING,ADSHEL
08REGE,REGENT CENTRE INTERCHANGE - STAND E,424315,568647,O1, ,STAND,NORMAL, ,UNKOWN,New,Newcastle,OPERATING,ADSHEL
9005,"SHIELDS RD,BYKER",427428,565239,C4,0502/0362,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9006,"SHIELDS RD,BYKER",427611,565327,C4, ,stainless stee,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
9007,SHIELDS ROAD,427884,565454,C2, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
9008,SHIELDS ROAD,427987,565500,C4,0502/0363,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9009,"SHIELDS RD,WALKER",428303,565663,X4,0502/0532,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9010,SHIELDS ROAD,428645,565788,X2,0502/0391,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9011,SHIELDS ROAD,428944,565977,X2, ,STAINLESS STEEL,NORMAL, ,UNKOWN,Yes,Newcastle,OPERATING,NONE
9017,SHIELDS ROAD FIRTREE AVENUE,429179,566149,X4,0502/0089,BRACKET,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
9019,SHIELDS ROAD,428787,565829,X2,0502/0355,BRACKET,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
9020,SHIELDS ROAD WALKERGATE,428268,565630,C1, ,STAINLESS STEEL,Normal, ,NEARBY,New,Newcastle,OPERATING,NONE
9021,"SHIELDS RD,WALKER",427995,565491,C4,0502/0392,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9022,"SHIELDS RD,WALKER",427828,565413,C4,0502/0376,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9023,"SHIELDS RD,BYKER",427573,565296,C4,0502/0375,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9024,"SHIELDS RD,BYKER",427420,565221,C4,0502/0308,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9029,SANDYFORD ROAD COUNCIL OFFICES,425394,565223,C8,0502/0218,SPECIAL,TWIN, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9030,SANDYFORD ROAD,425623,565303,C4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
9031,SANDYFORD ROAD CEMETARY,425804,565498,C6, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,Newcastle,OPERATING,NONE
9032,SANDYFORD ROAD NAZARETH MEWS,425874,565635,C5, ,STAINLESS STEEL,NORMAL, ,NEARBY,Yes,Newcastle,OPERATING,NONE
9033,JESMOND ROAD CRADLEWELL,426049,565891,C4,0502/0229,BRACKET,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
9036,COAST ROAD CORNER HOUSE,426783,566405,C3,0502/0230,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9037,COAST ROAD BENTON ROAD,427080,566575,C6,0502/0245,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9038,COAST ROAD AMBERLEY GARDENS,427401,566663,C3,0502/0396,BRACKET,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
9039,COAST ROAD RED HALL DRIVE,427871,566783,C3,O502/0540,BRACKET,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
9046,COAST ROAD BENFIELD ROAD,427806,566719,C3,0502/0602,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9047,COAST ROAD,427442,566639,C3,0502/0006,BRACKET,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
9048,STEPHENSON ROAD,426959,566469,C3,0502/0498,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9049,COAST ROAD CORNER HOUSE,426692,566332,C4,0502/9502,BRACKET,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
9051,JESMOND ROAD CRADLEWELL,426053,565862,C5,0502/0228,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9053,SANDYFORD ROAD CEMETARY,425792,565444,C6, ,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9054,SANDYFORD ROAD,425608,565271,C6,0502/0643,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9055,SANDYFORD ROAD COUNCIL OFFICES,425390,565198,C7,0502/0632,BRACKET,NORMAL, ,AT STOP,New,Newcastle,OPERATING,SIGMA
9056,"CHURCH AVE,S/GOSFORTH",425066,568020,C4,0502/0311,METAL,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9057,"STATION RD,S/GOSFORTH",425379,568114,C5,0502/0139,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9058,"BENTON PK RD,S/GOSFORTH",425636,568153,C5,0502/0306,BRACKET,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
9059,"BENTON PK RD,S/GOSFORTH",425934,568209,C4,0502 0524,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9060,"BENTON PK RD,BENTON",426311,568222,X1,0502/0054,BRACKET,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
9061,BENTON PARK ROAD,426542,568253,C6,0502/0026,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9062,BENTON PARK ROAD,426770,568293,C5, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,Newcastle,OPERATING,NONE
9063,BENTON PARK ROAD,426982,568341,C5, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
9074,BENTON PARK ROAD,427012,568344,C7, ,Stainless Steel,TWIN, ,AT STOP,New,Newcastle,OPERATING,NONE
9075,BENTON PARK ROAD,426661,568265,C5, ,stainless steel,NORMAL, ,NEARBY,New,Newcastle,OPERATING,NONE
9076,"BENTON PARK RD,BENTON",426559,568243,C4, ,Stainless Steel,Normal, ,Nearby,Yes,Newcastle,OPERATING,ABACUS
9080,BENTON PARK ROAD,426369,568211,X1,0502/0578,BRACKET,LARGE, ,NEARBY,Yes,Newcastle,OPERATING,ADSHEL
9081,BENTON PARK ROAD,425891,568189,C5,0502/0327,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9083,STATION ROAD,425371,568101,C5,0502/0089,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9084,CHURCH AVENUE,425045,568000,C4,0502/0310,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9102,FISHER ST LOW WALKER,429710,565011,O4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
9109,FISHER STREET LOW WALKER,429689,565324,O1,0502/1071,STAINLESS STEEL,NORMAL, ,NEARBY,New,Newcastle,OPERATING,ADSHEL
9110,FISHER STREET INDUSTRIAL ESTATE,429718,565013,X4, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,Newcastle,OPERATING,NONE
9128,CHILLINGHAM ROAD,427313,565198,C2,0502/0223,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9129,"CHILLINGHAM RD,HEATON",427221,565600,C4,0502/0332,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9130,CHILLINGHAM ROAD,427154,565893,C2,0502/0035,BRACKET,NORMAL, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9131,CHILLINGHAM ROAD,427089,566179,C2, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,Newcastle,OPERATING,NONE
9132,BENTON ROAD,426987,566646,C2,0502/0169,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9133,BENTON ROAD CRASTER TERRACE,426946,566892,C5, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
9134,BENTON ROAD HIGH HEATON,426912,567104,C5, ,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9135,BENTON ROAD DOVEDALE GARDENS,426943,567347,C5, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
9136,BENTON ROAD CORCHESTER WALK,426997,567533,C6,0502/0302,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9137,BENTON ROAD THE DRIVE,427120,567969,C5, ,STAINLESS STEEL,NORMAL, ,NEARBY,New,Newcastle,OPERATING,NONE
9144,BENTON ROAD,427145,567915,C3,0502/0170,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9145,BENTON ROAD,427062,567627,C7,0502/0471,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9146,BENTON ROAD BUCKTHORN GROVE,426961,567356,C4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
9147,BENTON ROAD,426930,567057,C4,0502/9341,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9148,BENTON ROAD CEMETARY,426993,566707,C3,0502/0481,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9149,"CHILLINGHAM RD,HEATON",427039,566454,C4,0502/0596,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9150,CHILLINGHAM ROAD,427113,566117,C2,0502/0071,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9151,"CHILLINGHAM RD,HEATON",427175,565852,C4,0502/0048,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9152,"CHILLINGHAM RD,HEATON",427236,565579,C4, ,STAINLESS STEEL,NORMAL, ,AT STOP,New,Newcastle,OPERATING,NONE
9153,"CHILLINGHAM RD,HEATON",427326,565208,C4,0502/0304,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9154,PORTLAND ROAD SANDYFORD,425603,565212,O1,0502/0577,BRACKET,LARGE, ,AT STOP,New,Newcastle,OPERATING,ADSHEL
9155,"PORTLAND RD,SANDYFORD",425739,565016,X3,0502/0650,BRACKET,LARGE, ,AT STOP,Yes,Newcastle,OPERATING,ADSHEL
